"id","name","brand","address.addr1","address.city","address.region","address.country","lat","long","check_in_date","check_in","check_out_date","check_out","event","nights","sale_price","url","name-2","deleted_at"
"930d3de2-a66c-422a-bb94-2e6a184233e6","Hilton Nashville Downtown","Hilton","121 4th Ave S","Nashville","TN","US",36.159995,-86.777425,"2023-06-18","Sun, Jun 18","2023-06-20","Tue, Jun 20","Drake ""It's All A Blur"" Tour Nashville ",2,459,"https://www.gohoken.com/hotels/930d3de2-a66c-422a-bb94-2e6a184233e6/63bba405-1f34-4cf1-a6b1-ac0e460c0c38","Drake ""It's All A Blur"" Tour Nashville ",0
"f572ab5e-4817-4aea-b2d0-c442943127c5","Renaissance Nashville Hotel","Marriott","611 Commerce St","Nashville","TN","US",36.160735,-86.78125,"2023-06-18","Sun, Jun 18","2023-06-19","Mon, Jun 19","Drake ""It's All A Blur"" Tour Nashville ",1,469,"https://www.gohoken.com/hotels/f572ab5e-4817-4aea-b2d0-c442943127c5/63bba405-1f34-4cf1-a6b1-ac0e460c0c38","Drake ""It's All A Blur"" Tour Nashville ",0
"f572ab5e-4817-4aea-b2d0-c442943127c5","Renaissance Nashville Hotel","Marriott","611 Commerce St","Nashville","TN","US",36.160735,-86.78125,"2023-06-18","Sun, Jun 18","2023-06-20","Tue, Jun 20","Drake ""It's All A Blur"" Tour Nashville ",2,269,"https://www.gohoken.com/hotels/f572ab5e-4817-4aea-b2d0-c442943127c5/63bba405-1f34-4cf1-a6b1-ac0e460c0c38","Drake ""It's All A Blur"" Tour Nashville ",0
"930d3de2-a66c-422a-bb94-2e6a184233e6","Hilton Nashville Downtown","Hilton","121 4th Ave S","Nashville","TN","US",36.159995,-86.777425,"2023-06-19","Mon, Jun 19","2023-06-20","Tue, Jun 20","Drake ""It's All A Blur"" Tour Nashville ",1,394,"https://www.gohoken.com/hotels/930d3de2-a66c-422a-bb94-2e6a184233e6/63bba405-1f34-4cf1-a6b1-ac0e460c0c38","Drake ""It's All A Blur"" Tour Nashville ",0
"f572ab5e-4817-4aea-b2d0-c442943127c5","Renaissance Nashville Hotel","Marriott","611 Commerce St","Nashville","TN","US",36.160735,-86.78125,"2023-06-19","Mon, Jun 19","2023-06-20","Tue, Jun 20","Drake ""It's All A Blur"" Tour Nashville ",1,329,"https://www.gohoken.com/hotels/f572ab5e-4817-4aea-b2d0-c442943127c5/63bba405-1f34-4cf1-a6b1-ac0e460c0c38","Drake ""It's All A Blur"" Tour Nashville ",0
"10b2399e-6b75-4474-8f73-d12d3f72a104","Hyatt Regency Cincinnati","Hyatt","151 W 5th St","Cincinnati","OH","US",39.10055,-84.5157,"2023-06-30","Fri, Jun 30","2023-07-01","Sat, Jul 1","The Eras Tour Taylor Swift Cincinnati",1,469,"https://www.gohoken.com/hotels/10b2399e-6b75-4474-8f73-d12d3f72a104/666a3656-0402-4e37-b362-26924e08fde0","The Eras Tour Taylor Swift Cincinnati",0
"854d25cc-9400-45ec-bb57-d9cf9d70e927","Courtyard by Marriott Philadelphia South at The Navy Yard","Marriott","1001 Intrepid Ave","Philadelphia","PA","US",39.895705,-75.172055,"2023-07-12","Wed, Jul 12","2023-07-13","Thu, Jul 13","Beyonce Renaissance World Tour Philadelphia",1,299,"https://www.gohoken.com/hotels/854d25cc-9400-45ec-bb57-d9cf9d70e927/cea72247-209b-409c-b420-3c82f6f39cd9","Beyonce Renaissance World Tour Philadelphia",0
"8b4e200a-8a5d-4318-ad99-0a489340cdd9","SpringHill Suites by Marriott Denver Downtown","Marriott","1190 Auraria Pkwy","Denver","CO","US",39.746635,-105.005465,"2023-07-14","Fri, Jul 14","2023-07-15","Sat, Jul 15","The Eras Tour Taylor Swift Denver",1,529,"https://www.gohoken.com/hotels/8b4e200a-8a5d-4318-ad99-0a489340cdd9/0c1dcfea-3fd8-41ae-9ce0-61bd51eefd91","The Eras Tour Taylor Swift Denver",0
"a2badd3a-2004-43ef-b0bb-4be774cd428a","Moxy Nashville Downtown","Marriott","110 3rd Ave S","Nashville","TN","US",36.16113,-86.775429,"2023-07-15","Sat, Jul 15","2023-07-16","Sun, Jul 16","Beyonce Renaissance World Tour Nashville",1,497,"https://www.gohoken.com/hotels/a2badd3a-2004-43ef-b0bb-4be774cd428a/eac437bd-b18c-4ca1-b9d1-c08db2470dd8","Beyonce Renaissance World Tour Nashville",0
"8b4e200a-8a5d-4318-ad99-0a489340cdd9","SpringHill Suites by Marriott Denver Downtown","Marriott","1190 Auraria Pkwy","Denver","CO","US",39.746635,-105.005465,"2023-07-15","Sat, Jul 15","2023-07-16","Sun, Jul 16","The Eras Tour Taylor Swift Denver",1,539,"https://www.gohoken.com/hotels/8b4e200a-8a5d-4318-ad99-0a489340cdd9/0c1dcfea-3fd8-41ae-9ce0-61bd51eefd91","The Eras Tour Taylor Swift Denver",0
